Wavelength (nm),Spectral irradiance (W m-2 nm-1),Cumulative photon flux (cm-2 s-1)
3285,0.010835,4.17836E+17
3286,0.01062,4.17853E+17
3287,0.01014,4.1787E+17
3288,0.00966,4.17886E+17
3289,0.00918,4.17901E+17
3290,0.0085725,4.17915E+17
3291,0.0072,4.17927E+17
3292,0.0057,4.17937E+17
3293,0.0042,4.17944E+17
3294,0.0027,4.17948E+17
3295,0.0014025,4.1795E+17
3296,0.00132,4.17953E+17
3297,0.00144,4.17955E+17
3298,0.00156,4.17957E+17
3299,0.00168,4.1796E+17
3300,0.0018375,4.17963E+17
3301,0.00222,4.17967E+17
3302,0.00264,4.17971E+17
3303,0.00306,4.17976E+17
3304,0.00348,4.17982E+17
3305,0.0038475,4.17989E+17
3306,0.0039,4.17995E+17
3307,0.0039,4.18002E+17
3308,0.0039,4.18008E+17
3309,0.0039,4.18015E+17
3310,0.0038025,4.18021E+17
3311,0.00312,4.18026E+17
3312,0.00234,4.1803E+17
3313,0.00156,4.18033E+17
3314,0.00078,4.18034E+17
3315,1E-04,4.18034E+17
3316,0.00002,4.18034E+17
3317,0.00004,4.18034E+17
3318,0.00006,4.18034E+17
3319,0.00008,4.18034E+17
3320,0.0001825,4.18035E+17
3321,0.00078,4.18036E+17
3322,0.00146,4.18039E+17
3323,0.00214,4.18042E+17
3324,0.00282,4.18047E+17
3325,0.0034425,4.18053E+17
3326,0.00372,4.18059E+17
3327,0.00394,4.18065E+17
3328,0.00416,4.18072E+17
3329,0.00438,4.1808E+17
3330,0.0046825,4.18088E+17
3331,0.00548,4.18097E+17
3332,0.00636,4.18107E+17
3333,0.00724,4.1812E+17
3334,0.00812,4.18133E+17
3335,0.0087525,4.18148E+17
3336,0.0079,4.18161E+17
3337,0.0068,4.18172E+17
3338,0.0057,4.18182E+17
3339,0.0046,4.1819E+17
3340,0.0036375,4.18196E+17
3341,0.0035,4.18202E+17
3342,0.0035,4.18208E+17
3343,0.0035,4.18214E+17
3344,0.0035,4.18219E+17
3345,0.0036125,4.18226E+17
3346,0.0044,4.18233E+17
3347,0.0053,4.18242E+17
3348,0.0062,4.18252E+17
3349,0.0071,4.18264E+17
3350,0.0077775,4.18277E+17
3351,0.00712,4.18289E+17
3352,0.00624,4.183E+17
3353,0.00536,4.18309E+17
3354,0.00448,4.18317E+17
3355,0.00375,4.18323E+17
3356,0.00392,4.18329E+17
3357,0.00424,4.18337E+17
3358,0.00456,4.18344E+17
3359,0.00488,4.18353E+17
3360,0.00521,4.18361E+17
3361,0.0056,4.18371E+17
3362,0.006,4.18381E+17
3363,0.0064,4.18392E+17
3364,0.0068,4.18403E+17
3365,0.0070675,4.18415E+17
3366,0.00654,4.18426E+17
3367,0.00588,4.18436E+17
3368,0.00522,4.18445E+17
3369,0.00456,4.18453E+17
3370,0.004095,4.1846E+17
3371,0.0048,4.18468E+17
3372,0.0057,4.18478E+17
3373,0.0066,4.18489E+17
3374,0.0075,4.18502E+17
3375,0.008205,4.18516E+17
3376,0.00774,4.18529E+17
3377,0.00708,4.18541E+17
3378,0.00642,4.18552E+17
3379,0.00576,4.18561E+17
3380,0.0052425,4.1857E+17
3381,0.00558,4.1858E+17
3382,0.00606,4.1859E+17
3383,0.00654,4.18601E+17
3384,0.00702,4.18613E+17
3385,0.0074975,4.18626E+17
3386,0.00796,4.1864E+17
3387,0.00842,4.18654E+17
3388,0.00888,4.18669E+17
3389,0.00934,4.18685E+17
3390,0.009735,4.18702E+17
3391,0.00974,4.18718E+17
3392,0.00968,4.18735E+17
3393,0.00962,4.18751E+17
3394,0.00956,4.18767E+17
3395,0.0095825,4.18784E+17
3396,0.0101,4.18801E+17
3397,0.0107,4.18819E+17
3398,0.0113,4.18839E+17
3399,0.0119,4.18859E+17
3400,0.0122225,4.1888E+17
3401,0.01088,4.18899E+17
3402,0.00926,4.18914E+17
3403,0.00764,4.18927E+17
3404,0.00602,4.18938E+17
3405,0.00467,4.18946E+17
3406,0.00494,4.18954E+17
3407,0.00548,4.18964E+17
3408,0.00602,4.18974E+17
3409,0.00656,4.18985E+17
3410,0.0070375,4.18997E+17
3411,0.00714,4.1901E+17
3412,0.00718,4.19022E+17
3413,0.00722,4.19034E+17
3414,0.00726,4.19047E+17
3415,0.00744,4.19059E+17
3416,0.00846,4.19074E+17
3417,0.00962,4.19091E+17
3418,0.01078,4.19109E+17
3419,0.01194,4.1913E+17
3420,0.0128775,4.19152E+17
3421,0.01248,4.19173E+17
3422,0.01186,4.19194E+17
3423,0.01124,4.19213E+17
3424,0.01062,4.19231E+17
3425,0.010045,4.19249E+17
3426,0.00974,4.19265E+17
3427,0.00948,4.19282E+17
3428,0.00922,4.19298E+17
3429,0.00896,4.19313E+17
3430,0.0088025,4.19328E+17
3431,0.00926,4.19344E+17
3432,0.00982,4.19361E+17
3433,0.01038,4.19379E+17
3434,0.01094,4.19398E+17
3435,0.0113425,4.19418E+17
3436,0.0108,4.19436E+17
3437,0.0101,4.19454E+17
3438,0.0094,4.1947E+17
3439,0.0087,4.19485E+17
3440,0.00817,4.19499E+17
3441,0.00866,4.19514E+17
3442,0.00932,4.1953E+17
3443,0.00998,4.19548E+17
3444,0.01064,4.19566E+17
3445,0.0112125,4.19586E+17
3446,0.01126,4.19605E+17
3447,0.01122,4.19625E+17
3448,0.01118,4.19644E+17
3449,0.01114,4.19663E+17
3450,0.011035,4.19682E+17
3451,0.01054,4.19701E+17
3452,0.00998,4.19718E+17
3453,0.00942,4.19734E+17
3454,0.00886,4.1975E+17
3455,0.008475,4.19765E+17
3456,0.00914,4.1978E+17
3457,0.00998,4.19798E+17
3458,0.01082,4.19817E+17
3459,0.01166,4.19837E+17
3460,0.0123275,4.19858E+17
3461,0.01196,4.19879E+17
3462,0.01142,4.19899E+17
3463,0.01088,4.19918E+17
3464,0.01034,4.19936E+17
3465,0.0099275,4.19953E+17
3466,0.01028,4.19971E+17
3467,0.01076,4.1999E+17
3468,0.01124,4.2001E+17
3469,0.01172,4.2003E+17
3470,0.0121075,4.20051E+17
3471,0.01194,4.20072E+17
3472,0.01168,4.20093E+17
3473,0.01142,4.20112E+17
3474,0.01116,4.20132E+17
3475,0.01094,4.20151E+17
3476,0.01096,4.2017E+17
3477,0.01102,4.2019E+17
3478,0.01108,4.20209E+17
3479,0.01114,4.20228E+17
3480,0.011215,4.20248E+17
3481,0.01138,4.20268E+17
3482,0.01156,4.20288E+17
3483,0.01174,4.20309E+17
3484,0.01192,4.2033E+17
3485,0.012035,4.20351E+17
3486,0.01176,4.20371E+17
3487,0.01142,4.20391E+17
3488,0.01108,4.20411E+17
3489,0.01074,4.2043E+17
3490,0.0104875,4.20448E+17
3491,0.01076,4.20467E+17
3492,0.01112,4.20487E+17
3493,0.01148,4.20507E+17
3494,0.01184,4.20528E+17
3495,0.0121475,4.20549E+17
3496,0.01214,4.2057E+17
3497,0.01208,4.20592E+17
3498,0.01202,4.20613E+17
3499,0.01196,4.20634E+17
3500,0.011905,4.20655E+17
3501,0.01188,4.20676E+17
3502,0.01186,4.20697E+17
3503,0.01184,4.20717E+17
3504,0.01182,4.20738E+17
3505,0.011805,4.20759E+17
3506,0.01182,4.2078E+17
3507,0.01184,4.20801E+17
3508,0.01186,4.20822E+17
3509,0.01188,4.20843E+17
3510,0.0118875,4.20864E+17
3511,0.01182,4.20885E+17
3512,0.01174,4.20905E+17
3513,0.01166,4.20926E+17
3514,0.01158,4.20946E+17
3515,0.011525,4.20967E+17
3516,0.01162,4.20987E+17
3517,0.01174,4.21008E+17
3518,0.01186,4.21029E+17
3519,0.01198,4.2105E+17
3520,0.0120675,4.21072E+17
3521,0.01196,4.21093E+17
3522,0.01182,4.21114E+17
3523,0.01168,4.21135E+17
3524,0.01154,4.21155E+17
3525,0.01141,4.21175E+17
3526,0.01134,4.21195E+17
3527,0.01128,4.21215E+17
3528,0.01122,4.21235E+17
3529,0.01116,4.21255E+17
3530,0.011065,4.21275E+17
3531,0.01076,4.21294E+17
3532,0.01042,4.21312E+17
3533,0.01008,4.2133E+17
3534,0.00974,4.21348E+17
3535,0.0094325,4.21364E+17
3536,0.00932,4.21381E+17
3537,0.00924,4.21397E+17
3538,0.00916,4.21414E+17
3539,0.00908,4.2143E+17
3540,0.0090225,4.21446E+17
3541,0.0091,4.21462E+17
3542,0.0092,4.21479E+17
3543,0.0093,4.21495E+17
3544,0.0094,4.21512E+17
3545,0.0095125,4.21529E+17
3546,0.0097,4.21546E+17
3547,0.0099,4.21564E+17
3548,0.0101,4.21582E+17
3549,0.0103,4.216E+17
3550,0.0104375,4.21619E+17
3551,0.0102,4.21637E+17
3552,0.0099,4.21655E+17
3553,0.0096,4.21672E+17
3554,0.0093,4.21689E+17
3555,0.0090825,4.21705E+17
3556,0.00936,4.21722E+17
3557,0.00972,4.21739E+17
3558,0.01008,4.21757E+17
3559,0.01044,4.21776E+17
3560,0.010755,4.21795E+17
3561,0.0108,4.21814E+17
3562,0.0108,4.21834E+17
3563,0.0108,4.21853E+17
3564,0.0108,4.21872E+17
3565,0.0107375,4.21892E+17
3566,0.0103,4.2191E+17
3567,0.0098,4.21928E+17
3568,0.0093,4.21944E+17
3569,0.0088,4.2196E+17
3570,0.00837,4.21975E+17
3571,0.00836,4.2199E+17
3572,0.00842,4.22005E+17
3573,0.00848,4.22021E+17
3574,0.00854,4.22036E+17
3575,0.0086325,4.22052E+17
3576,0.00892,4.22068E+17
3577,0.00924,4.22084E+17
3578,0.00956,4.22101E+17
3579,0.00988,4.22119E+17
3580,0.0101325,4.22137E+17
3581,0.00998,4.22155E+17
3582,0.00976,4.22173E+17
3583,0.00954,4.2219E+17
3584,0.00932,4.22207E+17
3585,0.009135,4.22223E+17
3586,0.00916,4.2224E+17
3587,0.00922,4.22257E+17
3588,0.00928,4.22273E+17
3589,0.00934,4.2229E+17
3590,0.0093975,4.22307E+17
3591,0.00944,4.22324E+17
3592,0.00948,4.22341E+17
3593,0.00952,4.22359E+17
3594,0.00956,4.22376E+17
3595,0.00961,4.22393E+17
3596,0.00972,4.22411E+17
3597,0.00984,4.22429E+17
3598,0.00996,4.22447E+17
3599,0.01008,4.22465E+17
3600,0.0101875,4.22483E+17
3601,0.01022,4.22502E+17
3602,0.01024,4.2252E+17
3603,0.01026,4.22539E+17
3604,0.01028,4.22558E+17
3605,0.0102775,4.22576E+17
3606,0.01014,4.22595E+17
3607,0.00998,4.22613E+17
3608,0.00982,4.22631E+17
3609,0.00966,4.22648E+17
3610,0.0095175,4.22666E+17
3611,0.00948,4.22683E+17
3612,0.00946,4.227E+17
3613,0.00944,4.22717E+17
3614,0.00942,4.22734E+17
3615,0.0094575,4.22751E+17
3616,0.00984,4.22769E+17
3617,0.01028,4.22788E+17
3618,0.01072,4.22808E+17
3619,0.01116,4.22828E+17
3620,0.01151,4.22849E+17
3621,0.01132,4.22869E+17
3622,0.01104,4.2289E+17
3623,0.01076,4.22909E+17
3624,0.01048,4.22928E+17
3625,0.0102275,4.22947E+17
3626,0.01014,4.22965E+17
3627,0.01008,4.22984E+17
3628,0.01002,4.23002E+17
3629,0.00996,4.2302E+17
3630,0.0099175,4.23038E+17
3631,0.00998,4.23057E+17
3632,0.01006,4.23075E+17
3633,0.01014,4.23094E+17
3634,0.01022,4.23112E+17
3635,0.0103175,4.23131E+17
3636,0.01052,4.2315E+17
3637,0.01074,4.2317E+17
3638,0.01096,4.2319E+17
3639,0.01118,4.23211E+17
3640,0.0113525,4.23231E+17
3641,0.01124,4.23252E+17
3642,0.01108,4.23272E+17
3643,0.01092,4.23292E+17
3644,0.01076,4.23312E+17
3645,0.0106075,4.23331E+17
3646,0.0105,4.23351E+17
3647,0.0104,4.2337E+17
3648,0.0103,4.23389E+17
3649,0.0102,4.23407E+17
3650,0.0101325,4.23426E+17
3651,0.01026,4.23445E+17
3652,0.01042,4.23464E+17
3653,0.01058,4.23483E+17
3654,0.01074,4.23503E+17
3655,0.01088,4.23523E+17
3656,0.0109,4.23543E+17
3657,0.0109,4.23563E+17
3658,0.0109,4.23583E+17
3659,0.0109,4.23603E+17
3660,0.0108825,4.23623E+17
3661,0.01076,4.23643E+17
3662,0.01062,4.23663E+17
3663,0.01048,4.23682E+17
3664,0.01034,4.23701E+17
3665,0.01016,4.2372E+17
3666,0.00974,4.23738E+17
3667,0.00928,4.23755E+17
3668,0.00882,4.23771E+17
3669,0.00836,4.23787E+17
3670,0.00788,4.23801E+17
3671,0.00728,4.23815E+17
3672,0.00666,4.23827E+17
3673,0.00604,4.23838E+17
3674,0.00542,4.23848E+17
3675,0.004965,4.23857E+17
3676,0.0055,4.23868E+17
3677,0.0062,4.23879E+17
3678,0.0069,4.23892E+17
3679,0.0076,4.23906E+17
3680,0.00824,4.23921E+17
3681,0.00852,4.23937E+17
3682,0.00874,4.23953E+17
3683,0.00896,4.2397E+17
3684,0.00918,4.23987E+17
3685,0.00938,4.24004E+17
3686,0.00946,4.24022E+17
3687,0.00952,4.24039E+17
3688,0.00958,4.24057E+17
3689,0.00964,4.24075E+17
3690,0.0097025,4.24093E+17
3691,0.00978,4.24111E+17
3692,0.00986,4.24129E+17
3693,0.00994,4.24148E+17
3694,0.01002,4.24167E+17
3695,0.0101075,4.24185E+17
3696,0.01024,4.24204E+17
3697,0.01038,4.24224E+17
3698,0.01052,4.24243E+17
3699,0.01066,4.24263E+17
3700,0.01078,4.24283E+17
3701,0.01078,4.24303E+17
3702,0.01076,4.24323E+17
3703,0.01074,4.24343E+17
3704,0.01072,4.24363E+17
3705,0.0106675,4.24383E+17
3706,0.01042,4.24403E+17
3707,0.01014,4.24421E+17
3708,0.00986,4.2444E+17
3709,0.00958,4.24458E+17
3710,0.0093325,4.24475E+17
3711,0.00928,4.24492E+17
3712,0.00926,4.2451E+17
3713,0.00924,4.24527E+17
3714,0.00922,4.24544E+17
3715,0.00923,4.24562E+17
3716,0.00942,4.24579E+17
3717,0.00964,4.24597E+17
3718,0.00986,4.24616E+17
3719,0.01008,4.24634E+17
3720,0.0102825,4.24654E+17
3721,0.01038,4.24673E+17
3722,0.01046,4.24693E+17
3723,0.01054,4.24712E+17
3724,0.01062,4.24732E+17
3725,0.0106525,4.24752E+17
3726,0.0104,4.24772E+17
3727,0.0101,4.24791E+17
3728,0.0098,4.24809E+17
3729,0.0095,4.24827E+17
3730,0.0092225,4.24844E+17
3731,0.00908,4.24861E+17
3732,0.00896,4.24878E+17
3733,0.00884,4.24895E+17
3734,0.00872,4.24911E+17
3735,0.00862,4.24927E+17
3736,0.00864,4.24944E+17
3737,0.00868,4.2496E+17
3738,0.00872,4.24976E+17
3739,0.00876,4.24993E+17
3740,0.0088325,4.25009E+17
3741,0.0091,4.25027E+17
3742,0.0094,4.25044E+17
3743,0.0097,4.25062E+17
3744,0.01,4.25081E+17
3745,0.0102375,4.25101E+17
3746,0.0101,4.2512E+17
3747,0.0099,4.25138E+17
3748,0.0097,4.25157E+17
3749,0.0095,4.25174E+17
3750,0.0093175,4.25192E+17
3751,0.00924,4.2521E+17
3752,0.00918,4.25227E+17
3753,0.00912,4.25244E+17
3754,0.00906,4.25261E+17
3755,0.0090025,4.25278E+17
3756,0.00896,4.25295E+17
3757,0.00892,4.25312E+17
3758,0.00888,4.25329E+17
3759,0.00884,4.25345E+17
3760,0.0087975,4.25362E+17
3761,0.00874,4.25379E+17
3762,0.00868,4.25395E+17
3763,0.00862,4.25411E+17
3764,0.00856,4.25428E+17
3765,0.0085225,4.25444E+17
3766,0.00862,4.2546E+17
3767,0.00874,4.25477E+17
3768,0.00886,4.25493E+17
3769,0.00898,4.2551E+17
3770,0.0090825,4.25528E+17
3771,0.00908,4.25545E+17
3772,0.00906,4.25562E+17
3773,0.00904,4.25579E+17
3774,0.00902,4.25596E+17
3775,0.009015,4.25614E+17
3776,0.0091,4.25631E+17
3777,0.0092,4.25648E+17
3778,0.0093,4.25666E+17
3779,0.0094,4.25684E+17
3780,0.00947,4.25702E+17
3781,0.00936,4.2572E+17
3782,0.00922,4.25737E+17
3783,0.00908,4.25754E+17
3784,0.00894,4.25772E+17
3785,0.00879,4.25788E+17
3786,0.00858,4.25805E+17
3787,0.00836,4.25821E+17
3788,0.00814,4.25836E+17
3789,0.00792,4.25851E+17
3790,0.007755,4.25866E+17
3791,0.00792,4.25881E+17
3792,0.00814,4.25897E+17
3793,0.00836,4.25912E+17
3794,0.00858,4.25929E+17
3795,0.0087975,4.25946E+17
3796,0.009,4.25963E+17
3797,0.0092,4.2598E+17
3798,0.0094,4.25998E+17
3799,0.0096,4.26017E+17
3800,0.0097625,4.26035E+17
3801,0.0097,4.26054E+17
3802,0.0096,4.26072E+17
3803,0.0095,4.2609E+17
3804,0.0094,4.26108E+17
3805,0.009285,4.26126E+17
3806,0.00908,4.26144E+17
3807,0.00886,4.26161E+17
3808,0.00864,4.26177E+17
3809,0.00842,4.26193E+17
3810,0.008215,4.26209E+17
3811,0.0081,4.26225E+17
3812,0.008,4.2624E+17
3813,0.0079,4.26255E+17
3814,0.0078,4.2627E+17
3815,0.00776,4.26285E+17
3816,0.00808,4.263E+17
3817,0.00846,4.26317E+17
3818,0.00884,4.26334E+17
3819,0.00922,4.26351E+17
3820,0.00955,4.2637E+17
3821,0.00958,4.26388E+17
3822,0.00956,4.26407E+17
3823,0.00954,4.26425E+17
3824,0.00952,4.26443E+17
3825,0.009505,4.26461E+17
3826,0.00952,4.2648E+17
3827,0.00954,4.26498E+17
3828,0.00956,4.26517E+17
3829,0.00958,4.26535E+17
3830,0.00955,4.26553E+17
3831,0.00922,4.26571E+17
3832,0.00884,4.26588E+17
3833,0.00846,4.26605E+17
3834,0.00808,4.2662E+17
3835,0.0077775,4.26635E+17
3836,0.00794,4.26651E+17
3837,0.00818,4.26666E+17
3838,0.00842,4.26683E+17
3839,0.00866,4.26699E+17
3840,0.0088675,4.26716E+17
3841,0.00888,4.26734E+17
3842,0.00886,4.26751E+17
3843,0.00884,4.26768E+17
3844,0.00882,4.26785E+17
3845,0.0088025,4.26802E+17
3846,0.0088,4.26819E+17
3847,0.0088,4.26836E+17
3848,0.0088,4.26853E+17
3849,0.0088,4.2687E+17
3850,0.0087925,4.26887E+17
3851,0.00874,4.26904E+17
3852,0.00868,4.26921E+17
3853,0.00862,4.26937E+17
3854,0.00856,4.26954E+17
3855,0.008495,4.26971E+17
3856,0.0084,4.26987E+17
3857,0.0083,4.27003E+17
3858,0.0082,4.27019E+17
3859,0.0081,4.27035E+17
3860,0.008015,4.2705E+17
3861,0.00802,4.27066E+17
3862,0.00804,4.27081E+17
3863,0.00806,4.27097E+17
3864,0.00808,4.27113E+17
3865,0.0080775,4.27128E+17
3866,0.00794,4.27144E+17
3867,0.00778,4.27159E+17
3868,0.00762,4.27174E+17
3869,0.00746,4.27188E+17
3870,0.007305,4.27203E+17
3871,0.00718,4.27217E+17
3872,0.00706,4.2723E+17
3873,0.00694,4.27244E+17
3874,0.00682,4.27257E+17
3875,0.00671,4.2727E+17
3876,0.00666,4.27283E+17
3877,0.00662,4.27296E+17
3878,0.00658,4.27309E+17
3879,0.00654,4.27322E+17
3880,0.0065125,4.27334E+17
3881,0.00656,4.27347E+17
3882,0.00662,4.2736E+17
3883,0.00668,4.27373E+17
3884,0.00674,4.27386E+17
3885,0.006795,4.274E+17
3886,0.00682,4.27413E+17
3887,0.00684,4.27426E+17
3888,0.00686,4.2744E+17
3889,0.00688,4.27453E+17
3890,0.0069125,4.27467E+17
3891,0.00702,4.27481E+17
3892,0.00714,4.27495E+17
3893,0.00726,4.27509E+17
3894,0.00738,4.27523E+17
3895,0.007495,4.27538E+17
3896,0.00758,4.27553E+17
3897,0.00766,4.27568E+17
3898,0.00774,4.27583E+17
3899,0.00782,4.27598E+17
3900,0.00789,4.27614E+17
3901,0.0079,4.27629E+17
3902,0.0079,4.27645E+17
3903,0.0079,4.2766E+17
3904,0.0079,4.27676E+17
3905,0.00788,4.27691E+17
3906,0.00774,4.27707E+17
3907,0.00758,4.27721E+17
3908,0.00742,4.27736E+17
3909,0.00726,4.2775E+17
3910,0.0071175,4.27764E+17
3911,0.00708,4.27778E+17
3912,0.00706,4.27792E+17
3913,0.00704,4.27806E+17
3914,0.00702,4.2782E+17
3915,0.007,4.27834E+17
3916,0.00698,4.27847E+17
3917,0.00696,4.27861E+17
3918,0.00694,4.27875E+17
3919,0.00692,4.27888E+17
3920,0.0069,4.27902E+17
3921,0.00688,4.27916E+17
3922,0.00686,4.27929E+17
3923,0.00684,4.27943E+17
3924,0.00682,4.27956E+17
3925,0.0068075,4.27969E+17
3926,0.00684,4.27983E+17
3927,0.00688,4.27997E+17
3928,0.00692,4.2801E+17
3929,0.00696,4.28024E+17
3930,0.0070025,4.28038E+17
3931,0.00706,4.28052E+17
3932,0.00712,4.28066E+17
3933,0.00718,4.2808E+17
3934,0.00724,4.28094E+17
3935,0.007295,4.28109E+17
3936,0.00732,4.28123E+17
3937,0.00734,4.28138E+17
3938,0.00736,4.28153E+17
3939,0.00738,4.28167E+17
3940,0.0074,4.28182E+17
3941,0.00742,4.28197E+17
3942,0.00744,4.28211E+17
3943,0.00746,4.28226E+17
3944,0.00748,4.28241E+17
3945,0.0075,4.28256E+17
3946,0.00752,4.28271E+17
3947,0.00754,4.28286E+17
3948,0.00756,4.28301E+17
3949,0.00758,4.28316E+17
3950,0.0076,4.28331E+17
3951,0.00762,4.28346E+17
3952,0.00764,4.28361E+17
3953,0.00766,4.28376E+17
3954,0.00768,4.28392E+17
3955,0.0076975,4.28407E+17
3956,0.0077,4.28422E+17
3957,0.0077,4.28438E+17
3958,0.0077,4.28453E+17
3959,0.0077,4.28468E+17
3960,0.0077025,4.28484E+17
3961,0.00772,4.28499E+17
3962,0.00774,4.28515E+17
3963,0.00776,4.2853E+17
3964,0.00778,4.28546E+17
3965,0.007795,4.28561E+17
3966,0.00778,4.28577E+17
3967,0.00776,4.28592E+17
3968,0.00774,4.28608E+17
3969,0.00772,4.28623E+17
3970,0.0076975,4.28638E+17
3971,0.00766,4.28654E+17
3972,0.00762,4.28669E+17
3973,0.00758,4.28684E+17
3974,0.00754,4.28699E+17
3975,0.0075025,4.28714E+17
3976,0.00748,4.28729E+17
3977,0.00746,4.28744E+17
3978,0.00744,4.28759E+17
3979,0.00742,4.28774E+17
3980,0.0074025,4.28789E+17
3981,0.0074,4.28803E+17
3982,0.0074,4.28818E+17
3983,0.0074,4.28833E+17
3984,0.0074,4.28848E+17
3985,0.0074,4.28863E+17
3986,0.0074,4.28878E+17
3987,0.0074,4.28892E+17
3988,0.0074,4.28907E+17
3989,0.0074,4.28922E+17
3990,0.007395,4.28937E+17
3991,0.00736,4.28952E+17
3992,0.00732,4.28966E+17
3993,0.00728,4.28981E+17
3994,0.00724,4.28996E+17
3995,0.0072025,4.2901E+17
3996,0.00718,4.29024E+17
3997,0.00716,4.29039E+17
3998,0.00714,4.29053E+17
3999,0.00712,4.29068E+17
4000,0.0071,4.29075E+17
